,time_list,x,y,psi,u,v,r,δ,npm,X_H_ref,X_R_ref,X_P_ref,Y_H_ref,Y_R_ref,N_H_ref,N_R_ref,x_bow,y_bow,x_stern,y_stern
70,70,31.914258333333336,-2.9224633333333334,-2.96794479917523,0.1026167268024744,0.07455413137678471,-0.06656379232259102,-0.6108652381980153,9.0,-0.6465718877685058,-2.6424360668289686,4.173129758794387,-7.1511307328581015,3.7737898017852647,5.705609819636522,-7.511868675620885,30.19057648148973,-3.2248221824266006,33.63794018517694,-2.6201044842400663
71,71,31.816928333333333,-3.003798333333333,-3.034508591497821,0.0986431365643607,0.07253803636614123,-0.06528744269923248,-0.6108652381980153,9.0,-0.6135134452873927,-2.634378490570965,4.192078757268369,-6.852319006471359,3.7622823903132248,5.4997636121694615,-7.488962745954795,30.076952370848545,-3.190837500288112,33.55690429581812,-2.8167591663785543
72,72,31.718375,-3.076458333333333,-3.0997960341970536,0.09537479512671646,0.06930172944838832,-0.06472608851949602,-0.6108652381980153,9.0,-0.5977806271420684,-2.628961109344554,4.207634301852974,-6.538292726017289,3.7545455681129636,5.355511454314011,-7.473562314190552,29.96990336520007,-3.149581122531069,33.466846634799936,-3.0033355441355973
73,73,31.618759999999998,-3.1395133333333334,-3.1645221227165496,0.09301796387702696,0.06865896624747922,-0.06873775648357228,-0.6108652381980153,9.0,-0.6442779860251192,-2.60765428759105,4.218830546698811,-7.049542976133271,3.724116273095687,6.007355174404281,-7.4129916729870144,29.869220020329553,-3.099390278430445,33.36829997967044,-3.1796363882362217
74,74,31.517694999999996,-3.1956583333333333,-3.233259879200122,0.08850883624455087,0.06889957217228314,-0.0692959515332987,-0.6108652381980153,9.0,-0.6294516657822016,-2.587926739446417,4.240221703974744,-7.226648642710138,3.69594241453502,6.195457491210286,-7.356910561767432,29.775042373132656,-3.0354652558537962,33.260347626867336,-3.3558514108128703
75,75,31.417386666666665,-3.24585,-3.3025558307334206,0.08504578938114685,0.06504084520244534,-0.07145991720818667,-0.6108652381980153,9.0,-0.6516510527906897,-2.5742410396835087,4.256615318138319,-7.255362925129505,3.6763972096977517,6.499038317862352,-7.318005106061812,29.69000826249252,-2.965379237187238,33.14476507084081,-3.526320762812762
76,76,31.318201666666667,-3.286166666666667,-3.3740157479416073,0.08200716354983617,0.05792728462726796,-0.07125525947646771,-0.6108652381980153,9.0,-0.6410202392185999,-2.5755689061003455,4.270974858705795,-6.659752970925164,3.678293599474177,6.2804148866852465,-7.321779940301802,29.61525719597069,-2.8830784260468376,33.02114613736265,-3.689254907286496
77,77,31.221618333333332,-3.3135966666666667,-3.445271007418075,0.07853898892187623,0.05912090192249573,-0.07622312309020884,-0.6108652381980153,9.0,-0.695225570197959,-2.5442972162253197,4.287335211242263,-7.590559964955438,3.6336329979117012,7.3342612138280385,-7.232881355183774,29.55169308208681,-2.790290202680947,32.89154358457986,-3.8369031306523866
78,78,31.126033333333332,-3.3365566666666666,-3.521494130508284,0.07399998603589436,0.05574688940019602,-0.07416558399701145,-0.6108652381980153,9.0,-0.648539483219264,-2.539847415872754,4.308700379132743,-7.094619572359598,3.6272780244077847,6.955294651086624,-7.2202315445409315,29.500806276563736,-2.6876059644218566,32.75126039010293,-3.9855073689114766
79,79,31.03456666666667,-3.351306666666667,-3.5956597145052953,0.06990206504542062,0.049108020527860174,-0.07741361869882724,-0.6108652381980153,9.0,-0.6701712949524867,-2.525519836309487,4.327943761737444,-7.1358223955700515,3.606816120213066,7.547481416300777,-7.179501364738351,29.461893066309184,-2.5837144919158943,32.60724026702416,-4.1188988414174394
80,80,30.949256666666663,-3.3557900000000003,-3.6730733332041225,0.06928802553781023,0.04584880430240346,-0.08014776003438406,-0.6108652381980153,9.0,-0.6957420667588065,-2.5198961341140445,4.330823495936568,-7.301070037359181,3.5987846411321334,8.087585740018712,-7.163514407516086,29.44065588055917,-2.4688719270327972,32.45785745277416,-4.242708072967203
81,81,30.866288333333333,-3.3514083333333335,-3.7532210932385066,0.06742506880139199,0.047180882191297194,-0.08016306248609872,-0.6108652381980153,9.0,-0.6942080572687576,-2.5108678096412294,4.339554481858727,-7.500184947789615,3.585890857532061,8.207223306982087,-7.137848852669921,29.43353874339243,-2.3465558006081713,32.299037923274234,-4.356260866058496
82,82,30.784465000000004,-3.3426266666666664,-3.8333841557246053,0.07155405940689621,0.04630383862363729,-0.08000269081551004,-0.6108652381980153,9.0,-0.7017341436263455,-2.527851504184484,4.320191381379682,-7.234523157626249,3.610146087041127,7.968707632507145,-7.186129787310995,29.43678226458473,-2.226270431111189,32.13214773541528,-4.458982902222144
83,83,30.701351666666667,-3.3237533333333333,-3.9133868465401154,0.07424614738292658,0.03408257462747381,-0.08650215731931077,-0.6108652381980153,9.0,-0.724735379935753,-2.5362899856777887,4.307543042745771,-7.003593521147256,3.6221974875657206,9.16628215942144,-7.210118547377926,29.44719576748086,-2.1032645048152507,31.955507565852475,-4.544242161851416
84,84,30.627693333333333,-3.2884183333333334,-3.999889003859426,0.07656551033160564,0.042303714144723295,-0.09219616864082347,-0.6108652381980153,9.0,-0.860296083350169,-2.513179814931083,4.296630915205408,-8.701952539003402,3.589192743278343,10.644763797329137,-7.144421378806974,29.4836700000954,-1.9641409405612706,31.771716666571265,-4.612695726105397
85,85,30.549286666666667,-3.2496333333333336,-4.09208517250025,0.07649927596063798,0.038217862639358974,-0.08093964948716703,-0.6108652381980153,9.0,-0.6868655182870185,-2.556015000051574,4.296942730395792,-6.4683234052882685,3.650367727526601,7.796595081920935,-7.2661924556403195,29.532042472947307,-1.825655015259547,31.566530860386028,-4.67361165140712
86,86,30.47837333333333,-3.2018416666666667,-4.173024821987417,0.0797087010791194,0.03216604153194183,-0.07457582707038757,-0.6108652381980153,9.0,-0.5785513953155862,-2.598108042450142,4.281820840025875,-5.011914428046832,3.7104828221258277,6.274849076674868,-7.385853782786385,29.57958992176525,-1.7002796868969192,31.37715674490141,-4.703403646436414
87,87,30.4157,-3.1430183333333335,-4.247600649057804,0.08893297563630113,0.033392470625476546,-0.07610148239006698,-0.6108652381980153,9.0,-0.6174953626002078,-2.6256403424384405,4.238211441579664,-5.125399501245018,3.749803021475142,6.356731045865003,-7.4641220990745785,29.631291204590653,-1.5786645237095462,31.20010879540935,-4.707372142957121
88,88,30.353195,-3.071483333333333,-4.323702131447871,0.09059158657668187,0.04099280776845451,-0.08111592120044175,-0.6108652381980153,9.0,-0.7327795998817315,-2.603503797783679,4.230345959507077,-6.370705393188357,3.7181887593502863,7.4289860392094065,-7.401192736859908,29.689991300861198,-1.4520201959175385,31.0163986991388,-4.690946470749128
89,89,30.288548333333335,-2.995931666666667,-4.404818052648313,0.09364774126983079,0.03612098227643111,-0.07923881823306012,-0.6108652381980153,9.0,-0.6810913550890001,-2.6289582215981913,4.21583665724517,-5.6513515570924335,3.7545414439837512,6.891096715034055,-7.473554104958276,29.758745542900922,-1.3280560708112596,30.818351123765748,-4.663807262522074
90,90,30.23439666666667,-2.9114200000000006,-4.484056870881373,0.09864993719876965,0.03472386553800354,-0.07782441762990544,-0.6108652381980153,9.0,-0.6616693054950396,-2.655013043597132,4.192039021966028,-5.29723206696577,3.791751586087559,6.510355734561478,-7.547622273978385,29.83827849971096,-1.2068407563719288,30.630514833622378,-4.615999243628073
91,91,30.18788,-2.8177516666666667,-4.5618812885112785,0.10438073818534595,0.039197260232971265,8.881784197001252e-16,-0.6108652381980153,9.0,-0.07552036857948877,-2.834748199875338,4.282978741003144,-0.5877615338139732,4.048439991267761,-0.63342666627872,-8.058570072225141,29.925484817590412,-1.0875352731920702,30.450275182409587,-4.5479680601412635
92,92,30.144061666666666,-2.7152249999999998,-4.561881288511278,0.1087464636100344,0.031649823407972434,-0.07983240073329245,-0.6108652381980153,9.0,-0.6753191077075581,-2.692584367845352,4.1438221944092115,-5.186788450281798,3.8454089979233164,6.692620406577042,-7.654429343888118,29.881666484257075,-0.9850086065254036,30.406456849076257,-4.445441393474596
93,93,30.107588333333332,-2.608,-4.64171368924457,0.11711039514564307,0.027832013420762934,-0.07503547224191465,-0.6108652381980153,9.0,-0.6020017391657869,-2.7478506931270985,4.103877985169634,-4.390850426577472,3.924337490214404,5.7961578477290505,-7.811539437453722,29.984009513124047,-0.8623688032130954,30.231167153542618,-4.353631196786905
94,94,30.083891666666666,-2.4899833333333334,-4.716749161486485,0.13333959925378955,0.03140746989624235,-0.08183489393007992,-0.6108652381980153,9.0,-0.7347172608505237,-2.786284133508414,4.025646035973829,-5.294886583269926,3.9792261314872213,6.884555388472627,-7.920797315258579,30.091521959417943,-0.739999968088815,30.07626137391539,-4.239966698577852
95,95,30.067339999999998,-2.353998333333333,-4.798584055416565,0.1356014059145522,0.04063849208566508,-0.0898003800144922,-0.6108652381980153,9.0,-0.9253349356297379,-2.754768481384572,4.014336291952192,-6.904536711591716,3.9342171157253785,8.399255954805982,-7.831205198744307,30.217994669051908,-0.6104952015056733,29.916685330948088,-4.097501465160994
96,96,30.053330000000003,-2.2131333333333334,-4.888384435431057,0.13740169606319633,0.029019973381587637,-0.08819404628271599,-0.6108652381980153,9.0,-0.794903642392225,-2.7856376276389807,4.005800427665544,-5.78115827967584,3.978302825418443,7.99487256083185,-7.918959440257489,30.359734528796803,-0.49016604846318534,29.746925471203202,-3.9361006182034814
97,97,30.063670000000002,-2.073081666666667,-4.976578481713773,0.13376081862594139,0.031474948777053084,-0.08208220899769714,-0.6108652381980153,9.0,-0.7389440460799586,-2.787111746234174,4.023604090033827,-5.324970822471095,3.9804080849518697,6.9260620197173965,-7.923150037501597,30.520642208036286,-0.3837988599458846,29.606697791963718,-3.762364473387449
98,98,30.082700000000003,-1.9369916666666667,-5.05866069071147,0.13567157509192163,0.03791396621693782,-0.07816523927150953,-0.6108652381980153,9.0,-0.7522362143307271,-2.7983119319839713,4.0145009794935795,-5.3811877393309,3.9964036079055845,6.33103597824675,-7.954989719661249,30.6766380629399,-0.2908636104720095,29.488761937060104,-3.5831197228613236
99,99,30.107866666666666,-1.7983883333333335,-5.1368259299829795,0.1376789267388495,0.04190126822973987,-0.07549533048579349,-0.6108652381980153,9.0,-0.7561950387872532,-2.8094695286375115,4.004960741776039,-5.387843878426932,4.01233830732637,5.961452033127123,-7.986708330320966,30.82853023912034,-0.20366452798699397,29.387203094212992,-3.393112138679673
100,100,30.141354999999997,-1.658425,-5.212321260468773,0.14235708955288104,0.04046777062785629,-0.07666720727817378,-0.6108652381980153,9.0,-0.7677365582852087,-2.827504070250824,3.9824889051437555,-5.413339034830338,4.03809430198393,6.1249611453412625,-8.037976593695374,30.980245688453344,-0.122598703563366,29.30246431154665,-3.194251296436634
101,101,30.189146666666666,-1.5183566666666666,-5.288988467746947,0.14369252659258186,0.0420463071941219,-0.07505345802665708,-0.6108652381980153,9.0,-0.7635265606454109,-2.8360593115882393,3.976240329859687,-5.361560287438274,4.050312452847158,5.900074335851137,-8.062297276500779,31.14320531754616,-0.051294264898424924,29.235088015787174,-2.9854190684349082
102,102,30.247143333333334,-1.3803283333333334,-5.364041925773604,0.1448399148828501,0.04731530365015408,-0.07378622368990229,-0.6108652381980153,9.0,-0.7908975412834539,-2.837017811531686,3.9706301753589712,-5.599805796876038,4.051681332630854,5.7794094793925,-8.065022082520175,31.308520890831026,0.011065816589769017,29.18576577583564,-2.7717224832564358
103,103,30.312286666666665,-1.2425833333333334,-5.437828149463506,0.14941444785471872,0.0467863682074953,-0.07330284295410294,-0.6108652381980153,9.0,-0.7904999399746024,-2.858864362718047,3.948950751845673,-5.524024203752716,4.082881441161844,5.707191428845813,-8.127127056633743,31.47334883555064,0.06678087878888439,29.15122449778269,-2.551947545455551
104,104,30.391143333333332,-1.1073233333333334,-5.511130992417609,0.14963079357791909,0.05045576337433459,-0.07015415886554344,-0.6108652381980153,9.0,-0.7782296790500569,-2.8644040913385145,3.9482912111102877,-5.458846890125736,4.090792993549058,5.308673840442652,-8.142875295320732,31.64498171432734,0.11349168719447889,29.137304952339324,-2.3281383538611458
105,105,30.477596666666667,-0.9751833333333335,-5.5812851512831525,0.1511726964047811,0.05420115748596799,-0.07221293194976397,-0.6108652381980153,9.0,-0.8335412609447704,-2.8585749087986705,3.9402060349213373,-5.937862855044516,4.082468058123844,5.656180928114614,-8.126304202352689,31.81392587979788,0.15473889148221365,29.141267453535455,-2.105105558148881
106,106,30.57227333333333,-0.8454633333333332,-5.6534980832329165,0.153397090207452,0.0536387664981421,-0.07298800424765339,-0.6108652381980153,9.0,-0.8451223564084088,-2.8664699246932237,3.9294942477604184,-5.984374874217633,4.093743309336847,5.7605957175667974,-8.148748008405864,31.986643876858384,0.18509766224560442,29.15790278980828,-1.8760243289122709
107,107,30.678269999999998,-0.7222866666666667,-5.72648608748057,0.15436840879604696,0.05807839110201215,-0.06679745068818832,-0.6108652381980153,9.0,-0.7950872074589899,-2.8837557677484655,3.926007921941726,-5.661760777788122,4.118430051641047,4.962241695695619,-8.197887885282503,32.16402668725058,0.2023900694363696,29.192513312749412,-1.646963402769703
108,108,30.791906666666662,-0.6027483333333334,-5.793283538168758,0.15704932918062733,0.05928684253999119,-0.07360219559030412,-0.6108652381980153,9.0,-0.9001111424372289,-2.8715083601938,3.9114985754760996,-6.4769480826177,4.1009389409540935,5.9439869894237125,-8.163071180226758,32.336070064365984,0.22069529024127688,29.24774326896734,-1.4261919569079438
109,109,30.91530166666667,-0.4889366666666667,-5.866885733759062,0.15753003357956785,0.05970541638258878,-0.06804558068895794,-0.6108652381980153,9.0,-0.828957379659487,-2.890867792326598,3.910536922680831,-5.914899845881905,4.128587075366209,5.157695517228872,-8.21810581801487,32.515836919345595,0.21872632157845606,29.314766413987748,-1.1965996549117894
110,110,31.047061666666664,-0.38396166666666676,-5.93493131444802,0.16032255215570299,0.0624349393435989,-0.0705749591830962,-0.6108652381980153,9.0,-0.8863809817227939,-2.8906676246572656,3.8963062999704525,-6.391216375405169,4.128301206308237,5.556403499003995,-8.217536785044116,32.69200913647812,0.21323831789537306,29.402114196855212,-0.9811616512287066
111,111,31.187710000000003,-0.2848683333333334,-6.005506273631116,0.16311808031490058,0.06349896825009352,-0.07459087069588399,-0.6108652381980153,9.0,-0.9568240141664178,-2.888210911421502,3.881936337573694,-6.926173428738096,4.124792656197444,6.164591520010731,-8.210552885818558,32.870674957410415,0.19484924204676135,29.504745042589587,-0.7645859087134281
112,112,31.337568333333337,-0.19441333333333338,-6.080097144327,0.17566826872705282,0.06760243676735062,-0.07956468750622925,-0.6108652381980153,9.0,-1.0927880067141704,-2.9213244571333945,3.8202902618872483,-7.874068274698078,4.172083700502047,7.010721068426171,-8.304687464851309,33.051603002267235,0.15855288841125986,29.623533664399435,-0.5473795550779266
113,113,31.505843333333335,-0.11007500000000006,-6.15966183183323,0.17628528053619316,0.06927156358731817,-0.0839971424696131,-0.6108652381980153,9.0,-1.1749339669893815,-2.9068576383844613,3.8163246313160326,-8.570681122101037,4.151422942141859,7.77794254935413,-8.26356145845131,33.24250950744801,0.1055417889703826,29.76917715921866,-0.32569178897038276
114,114,31.68087666666667,-0.03769833333333341,-6.243658974302843,0.17398512797373605,0.07301755741726841,-0.08168780940439291,-0.6108652381980153,9.0,-1.1549972420435024,-2.898144769592779,3.82762835063134,-8.603305432769604,4.138979675944013,7.476277472614588,-8.238792675216537,33.42950980502125,0.031454739253583504,29.93224352831209,-0.10685140592025033
115,115,31.859318333333334,0.023628333333333244,-6.325346783707236,0.1630043610388827,0.06972874904526714,-0.07725449700670417,-0.6108652381980153,9.0,-1.0319614259904333,-2.8690541986405798,3.881621881689779,-7.750793923699709,4.097434035023639,6.705871545765194,-8.156094534877424,33.607763172383585,-0.05013239333431283,30.110873494283084,0.09738906000097933
116,116,32.03082333333334,0.0685566666666666,-6.40260128071394,0.16325210901485804,0.07258323309966545,-0.08370820485180808,-0.6108652381980153,9.0,-1.149715009925618,-2.8439033401746214,3.8796427823456168,-8.833404150178515,4.061514886637627,7.850824907371685,-8.08459613677157,33.76836050118619,-0.13992496401073573,30.29328616548049,0.27703829734406893
117,117,32.206163333333336,0.1028416666666666,-6.486309485565748,0.16108078455293331,0.06678716090461863,-0.07844317925357558,-0.6108652381980153,9.0,-1.0273726526923088,-2.8613150424932607,3.8909054872672537,-7.646354668262423,4.08638137459798,6.835183075393712,-8.134093804048561,33.920185288888774,-0.2501862867221622,30.492141377777898,0.4558696200554954
118,118,32.379925,0.11748499999999991,-6.5647526648193235,0.1629303126924019,0.07045594120017475,-0.08384959286446936,-0.6108652381980153,9.0,-1.1386976284428434,-2.8454608888054276,3.881256070707952,-8.657338965878582,4.063739296610117,7.820491007563918,-8.089023907387247,34.061011942293696,-0.36877284564327345,30.698838057706304,0.6037428456432733
119,119,32.55739833333334,0.12116499999999991,-6.648602257683793,0.1601388213976215,0.06336184089322434,-0.07814084746597416,-0.6108652381980153,9.0,-0.9990223813882192,-2.8636357704154256,3.895660308886811,-7.324407069097779,4.08969571755421,6.715131805806362,-8.1406911267244,34.19185432045365,-0.5041778069199929,30.92294234621303,0.7465078069199926
120,120,32.72884833333333,0.10491499999999995,-6.726743105149767,0.16032633339171734,0.0723244308196909,-0.07650395673447541,-0.6108652381980153,9.0,-1.0249179486687308,-2.8555215004815473,3.894552275811585,-7.88083820938082,4.078107339121974,6.656131474785119,-8.11762402931872,34.30950176734119,-0.6461074507690685,31.14819489932548,0.8559374507690685
121,121,32.90334666666667,0.08287666666666657,-6.803247061884242,0.16113615246977395,0.0740828594698968,-0.08296022899570232,-0.6108652381980153,9.0,-1.1383883073398557,-2.8345638373216877,3.8899780132113864,-8.876418945329423,4.048176694254248,7.773385250268813,-8.058045969746711,34.42197653000595,-0.7867573587567424,31.384716803327393,0.9525106920900756
122,122,33.07733666666667,0.0485166666666666,-6.886207290879945,0.15774782459208347,0.06714103979947883,-0.07015431630359004,-0.6108652381980153,9.0,-0.8981166058888268,-2.8734805101107073,3.9082532891488397,-6.699864620044229,4.103755462926921,5.584004729460075,-8.168677571757062,34.51868130657156,-0.9439679070257627,31.635992026761777,1.0410012403590958
123,123,33.240790000000004,-0.0032066666666667187,-6.956361607183535,0.16083651334824337,0.07848456974379482,-0.0776492903553958,-0.6108652381980153,9.0,-1.0701950043070083,-2.8438700938580865,3.891740702090295,-8.57796268647043,4.061467405976937,6.997137958668673,-8.084501624754083,34.609019235564936,-1.0942835470675878,31.87256076443507,1.0878702137342542
124,124,33.410383333333336,-0.060358333333333375,-7.034010897538931,0.1733118362371983,0.07652854827217978,-0.07806299987809773,-0.6108652381980153,9.0,-1.1137635014619858,-2.901489552571256,3.8312775920294864,-8.452286345628215,4.143756521087709,6.9603338700768935,-8.248301162781543,34.68985359741509,-1.2542828884583956,32.130913069251584,1.133566221791729
125,125,33.581725000000006,-0.14120166666666675,-7.112073897417028,0.16883149210957982,0.07304919415363693,-0.07602803463557173,-0.6108652381980153,9.0,-1.049297061521517,-2.8936943496209677,3.853502469448467,-7.889662806361767,4.132623817532105,6.569346649383736,-8.226141103131493,34.764192102632315,-1.4312681576632948,32.3992578973677,1.1488648243299615
126,126,33.74078,-0.23362333333333335,-7.1881019320526,0.17386087556091173,0.07594211755435305,-0.07589817324618053,-0.6108652381980153,9.0,-1.078510351639969,-2.912027911953095,3.829095442144884,-8.131259685941233,4.1588068580332145,6.598340193644546,-8.278259417108533,34.82184450564629,-1.6097772253932847,32.65971549435371,1.1425305587266181
127,127,33.89747833333334,-0.34058333333333346,-7.264000105298781,0.15771394947626985,0.05985524191781421,-0.06906836200281852,-0.6108652381980153,9.0,-0.8438993991264175,-2.8881723315607615,3.9093516963091597,-6.032768275942024,4.124737558446228,5.30166568634001,-8.210443211699646,34.8710832632588,-1.7947475057790898,32.92387340340788,1.113580839112423
128,128,34.02386166666667,-0.45231333333333335,-7.333068467301599,0.15871281185386524,0.0710884737343794,-0.07075839818089769,-0.6108652381980153,9.0,-0.9277194721286858,-2.869439244903116,3.9032390345865275,-7.085819583944495,4.097983938075983,5.749934698588767,-8.157189137314365,34.89478835637497,-1.9702022295157064,33.15293497695837,1.0655755628490398
129,129,34.152915,-0.5688833333333334,-7.403826865482497,0.1601396482018587,0.07510883593090863,-0.07579091412113392,-0.6108652381980153,9.0,-1.025339448263996,-2.852544701731824,3.895427187637034,-8.035480232741515,4.073856029921084,6.611371288116849,-8.109161640554662,34.91434855704743,-2.144547935398789,33.39148144295257,1.006781268732122
130,130,34.27767,-0.6942716666666667,-7.479617779603631,0.1558040377608213,0.06040622804701936,-0.06969291402030642,-0.6108652381980153,9.0,-0.8504458523983311,-2.8770835088551125,3.918184707779997,-6.133541467851535,4.108901078402038,5.3982929184129365,-8.178920110354742,34.917610904150784,-2.323067430166399,33.63772909584922,0.9345240968330654
131,131,34.377246666666665,-0.8284666666666668,-7.549310693623937,0.15569281156317094,0.07664640288218706,-0.07819177518168274,-0.6108652381980153,9.0,-1.0530942880774306,-2.822361310672815,3.9167480782086113,-8.49057015999059,4.030749680143443,7.068324568667406,-8.023356851304916,34.90221041788971,-2.4978716684268223,33.85228291544362,0.8409383350934886
132,132,34.483135000000004,-0.9659533333333334,-7.62750246880562,0.15732875495461826,0.0660940898390391,-0.07400281370830797,-0.6108652381980153,9.0,-0.9467570098680196,-2.860677215980939,3.9096505656457956,-7.056057533769792,4.08547046393576,6.135281053671228,-8.132280602564318,34.8760939982946,-2.671263635201972,34.09017600170541,0.7393569685353052
133,133,34.567681666666665,-1.1141850000000002,-7.701505282513928,0.15154374082598537,0.06566255892245555,-0.07384744218631667,-0.6108652381980153,9.0,-0.9251137015867563,-2.8366955508482508,3.9375515360310094,-7.000914611645721,4.051221096678154,6.1186110207618665,-8.064105965773331,34.83348254549499,-2.8438814741867553,34.30188078783834,0.6155114741867547
134,134,34.64033666666667,-1.2625033333333333,-7.7753527247002445,0.15700492945321137,0.07079074733287753,-0.08018190533554304,-0.6108652381980153,9.0,-1.0635257930117672,-2.8310523771456824,3.910364810775398,-8.216362176346387,4.043161809403132,7.233134331299019,-8.048063655308548,34.777795515654006,-3.0070964276779932,34.502877817679334,0.4820897610113266
135,135,34.706828333333334,-1.4213766666666665,-7.855534630035788,0.15664817371704473,0.059683924845834006,-0.07484908542669721,-0.6108652381980153,9.0,-0.9188810264052395,-2.8650542614272916,3.913167031109059,-6.645685590097969,4.091721532665388,6.137871570615371,-8.14472358689721,34.70411059131849,-3.1713745563449196,34.70954607534818,0.3286212230115868
136,136,34.74937666666666,-1.58352,-7.930383715462485,0.15140210584386027,0.06662549498619885,-0.07901692652406922,-0.6108652381980153,9.0,-1.006047307890342,-2.817234652564228,3.9377524641628727,-7.711753535752957,4.023428053584416,6.960504668893237,-8.008782881875742,34.615803063659484,-3.3284148657668977,34.88295026967384,0.16137486576689763
137,137,34.78745833333333,-1.7444900000000003,-8.009400641986554,0.15438202325449776,0.062312118393019776,-0.08139085607734664,-0.6108652381980153,9.0,-1.0242186606542298,-2.8292134239543905,3.9232314034190767,-7.634417531691821,4.040535512068496,7.235996375681846,-8.042835912981303,34.5165687100032,-3.4733968257057866,35.05834795666347,-0.015583174294214075
138,138,34.80777833333334,-1.9097283333333337,-8.0907914980639,0.15345164711292056,0.06004397595372571,-0.0784428222604241,-0.6108652381980153,9.0,-0.963636760081962,-2.8386576746005403,3.9280674157660633,-7.087430865467342,4.054023299803968,6.7076444186336115,-8.06968385510717,34.39722356986264,-3.610888168913611,35.21833309680404,-0.20856849775305597
139,139,34.81277333333334,-2.0744333333333334,-8.169234320324325,0.1491005453645567,0.06789131702616648,-0.0788983304508406,-0.6108652381980153,9.0,-1.0037673718331426,-2.805578232578319,3.94890148955361,-7.8125647266337195,4.006780960615791,6.985950558354279,-7.975646225416496,34.27017408278242,-3.738189942126092,35.35537258388426,-0.4106767245405747
140,140,34.81378666666667,-2.2382600000000004,-8.248132650775165,0.14106010327479587,0.07819788848878234,-0.07780215888888975,-0.6108652381980153,9.0,-0.993855323633654,-2.7575455301670178,3.9878626068351104,-8.649280945207257,3.938183152408654,7.171821471800765,-7.839099741973336,34.141743893785055,-3.854075122907811,35.48582943954829,-0.6224448770921898
141,141,34.79402666666667,-2.39833,-8.325934809664055,0.13780948428405704,0.08084171860099285,-0.07372021140211515,-0.6108652381980153,9.0,-0.9172796243078095,-2.7529193744021296,4.0037155574253775,-8.365519132710823,3.9315763172741502,6.6082228103414105,-7.825948591406234,33.998429749304286,-3.9570235378975154,35.58962358402905,-0.8396364621024845
142,142,34.76600666666667,-2.555625,-8.39965502106617,0.14242332823009343,0.08976559625105457,-0.06969412925853291,-0.6108652381980153,9.0,-0.8677879551642023,-2.7710273032786175,3.981416592977901,-8.658195668649798,3.9574371198053346,6.180808246608876,-7.87742547874334,33.85776750861321,-4.051486501536269,35.67424582472013,-1.0597634984637305
143,143,34.72957166666667,-2.7199866666666668,-8.469349150324703,0.13996764614888005,0.0825015099416579,-0.06781512480481844,-0.6108652381980153,9.0,-0.8340453707280074,-2.7791459865929733,3.9934901252958683,-7.740667854846824,3.9690318011981027,5.700990996174811,-7.900505122425915,33.71936901007346,-4.148969029263216,35.73977432325989,-1.2910043040701178
144,144,34.67883166666667,-2.8743333333333334,-8.537164275129522,0.13893817024367458,0.08570307103861743,-0.07449502356471704,-0.6108652381980153,9.0,-0.9345613145176747,-2.746870096861637,3.9981920458824507,-8.935004284739565,3.922937053612466,6.882364714641726,-7.808751816416293,33.57411866882995,-4.231576565923064,35.78354466450338,-1.5170901007436022
145,145,34.62051166666667,-3.0268050000000004,-8.611659298694239,0.12413522831803808,0.08485829360296683,-0.061873310483800736,-0.6108652381980153,9.0,-0.6583378366785931,-2.728011043892228,4.070024867988523,-7.295677027687919,3.8960035347051605,5.035644620749184,-7.755139647315535,33.417848182573636,-4.298064432228216,35.82317515075971,-1.7555455677717848
146,146,34.56294,-3.1657150000000005,-8.67353260917804,0.11617246063848892,0.08131330047195282,-0.055399665549696664,-0.6108652381980153,9.0,-0.5338948428707462,-2.722696600815722,4.108458728890945,-6.266470584267877,3.8884137234185046,4.115921312882979,-7.74003184623156,33.283971011866704,-4.360176521939196,35.84190898813329,-1.971253478060805
147,147,34.50206333333334,-3.293785,-8.728932274727736,0.11459150294220274,0.0776237236832091,-0.053613496570971364,-0.6108652381980153,9.0,-0.5151148224536767,-2.7285026466775117,4.116127708976576,-5.771672303119303,3.896705616243073,3.808903014971681,-7.756537166676544,33.15891757452017,-4.415595799815272,35.84520909214651,-2.171974200184728
148,148,34.43396333333334,-3.4142799999999998,-8.782545771298707,0.11015481624006417,0.07859698803747679,-0.052499334036969714,-0.6108652381980153,9.0,-0.4732612841279622,-2.7124168443029766,4.137326241622498,-5.752166887095243,3.873732709645033,3.730873509766862,-7.710808743387005,33.03263209551137,-4.462502668093164,35.83529457115531,-2.366057331906836
149,149,34.36396333333333,-3.5300883333333335,-8.835045105335677,0.10652185549924553,0.07834478911550301,-0.05368055236042224,-0.6108652381980153,9.0,-0.4708812433132797,-2.694213100623043,4.154615084570474,-5.880835825731403,3.8477350693932912,3.9178261382896267,-7.659059475487999,32.9095570963573,-4.503331621440276,35.818369570309365,-2.5568450452263907
150,150,34.29130166666667,-3.640565,-8.8887256576961,0.10327283080941337,0.0777723289833832,-0.05404348063162345,-0.6108652381980153,9.0,-0.4607075055534391,-2.6809183870438633,4.170095063722949,-5.895362893292801,3.828748250694978,3.9883160767173633,-7.621265508118096,32.78677128655963,-4.534370535524904,35.79583204677371,-2.7467594644750957
151,151,34.21575,-3.7454733333333334,-8.942769138327723,0.10189290137705478,0.07654693691940555,-0.05664830788148123,-0.6108652381980153,9.0,-0.49467348444908077,-2.668900597440407,4.176638224418737,-6.100244924298271,3.8115850684273562,4.323710222320738,-7.587101556753043,32.66513537262425,-4.5567034347030795,35.76636462737575,-2.9342432319635874
